ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
192185,Nadk,NAD kinase,0.073275805,5.935352057,0.578384319,0.572564375,0.680886068,-7.214990973
100861755,Gm21190,"predicted gene, 21190",-0.10845508,3.637870431,-0.578452988,0.572685394,0.680972901,-6.856518816
14963,H2-Bl,"histocompatibility 2, blastocyst",0.273321699,-0.921601124,0.57790186,0.57273625,0.680976297,-5.837733426
18991,Pou3f1,"POU domain, class 3, transcription factor 1",-0.158224167,3.956066396,-0.59077293,0.572842514,0.681045567,-6.907994431
629959,Gm7020,predicted gene 7020,-0.250163738,-0.653754966,-0.577183302,0.573207943,0.681422916,-5.89092528
68020,Coa8,cytochrome c oxidase assembly factor 8,-0.081895528,4.743864063,-0.576856543,0.573422509,0.681616949,-7.074006318
75906,Fam184a,"family with sequence similarity 184, member A",0.16889228,1.042454025,0.576788413,0.573467252,0.681616949,-6.25445728
17876,Myef2,"myelin basic protein expression factor 2, repressor",0.078195963,4.348092135,0.576449559,0.573689815,0.681824361,-7.002734179
103232,Gm15122,predicted gene 15122,-0.261567653,-0.70294154,-0.576152456,0.573884992,0.681999195,-5.881973841
74467,Pus10,pseudouridylate synthase 10,-0.093029194,3.538420111,-0.575926202,0.57403365,0.68211872,-6.836689219
100504703,A730063M14Rik,RIKEN cDNA A730063M14 gene,0.234692041,-0.364913467,0.57573354,0.574160253,0.68219516,-5.947148679
208501,Ndufaf8,NADH:ubiquinone oxidoreductase complex assembly factor 8,0.12169728,2.601712714,0.57567276,0.574200196,0.68219516,-6.623523536
100044509,Tgfbr3l,"transforming growth factor, beta receptor III-like",0.212556072,0.27202913,0.575593409,0.574252345,0.68219516,-6.080206885
56788,Scube2,"signal peptide, CUB domain, EGF-like 2",0.281006385,-0.3352586,0.576287919,0.574290322,0.68219516,-5.951815697
627828,Gm6793,heterogeneous nuclear ribonucleoprotein A3 pseudogene,0.266163353,-0.729039039,0.575310211,0.574438484,0.68231403,-5.87583937
107732,Mrpl10,mitochondrial ribosomal protein L10,-0.077109733,4.37845599,-0.574291432,0.575108362,0.683052519,-7.01088596
97884,B3galnt2,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2",-0.066850835,5.975587705,-0.573985064,0.575309888,0.683234672,-7.220350872
57782,Rbak,RB-associated KRAB zinc finger,0.105429337,3.232683636,0.573748833,0.575465305,0.683362039,-6.768786675
17191,Mbd2,methyl-CpG binding domain protein 2,-0.066798632,6.3732924,-0.573384354,0.575705139,0.683589622,-7.231492274
103468,Nup107,nucleoporin 107,0.087224206,4.144226185,0.573290634,0.575766817,0.683605643,-6.96495253
101706,Numa1,nuclear mitotic apparatus protein 1,-0.066741796,7.621894648,-0.57229635,0.576421378,0.684325531,-7.208654569
17155,Man1a,"mannosidase 1, alpha",0.069615076,8.03281059,0.571671916,0.576832659,0.6847565,-7.186878072
240067,Zfp952,zinc finger protein 952,-0.193254735,0.631715516,-0.571026616,0.577257843,0.685186831,-6.164465323
73139,Cenpv,centromere protein V,0.291789486,-0.873837169,0.570975153,0.57729176,0.685186831,-5.850601847
67068,Dynlrb1,dynein light chain roadblock-type 1,-0.062757211,5.735297614,-0.570834202,0.577384656,0.685236017,-7.20890167
73133,NA,NA,0.166495727,1.073939269,0.570765709,0.5774298,0.685236017,-6.265429582
14388,Gab1,growth factor receptor bound protein 2-associated protein 1,-0.063365484,6.932883324,-0.570599892,0.5775391,0.685308398,-7.232314902
56298,Atl2,atlastin GTPase 2,0.068686465,6.984558263,0.570420734,0.577657206,0.685391217,-7.231116159
319984,Jph4,junctophilin 4,-0.167932171,1.111805075,-0.570344676,0.577707349,0.68539339,-6.276423042
15937,Ier3,immediate early response 3,-0.083121174,8.74655785,-0.571150055,0.577800537,0.685446628,-7.143585792
18247,Oaz2,ornithine decarboxylase antizyme 2,0.065379393,6.700866241,0.569949294,0.577968052,0.685588022,-7.234937544
12371,Casp9,caspase 9,-0.104322045,3.045454717,-0.569471212,0.578283366,0.6859047,-6.730299672
213084,Cdkl3,cyclin-dependent kinase-like 3,-0.153052543,2.006173644,-0.569604598,0.578401473,0.685987435,-6.488500691
22323,Vasp,vasodilator-stimulated phosphoprotein,0.065578138,7.779967966,0.568917874,0.578648428,0.686207046,-7.202484693
67609,4930453N24Rik,RIKEN cDNA 4930453N24 gene,0.096933909,3.507382191,0.568850563,0.578692844,0.686207046,-6.832876418
22063,Trpc1,"transient receptor potential cation channel, subfamily C, member 1",-0.182754494,1.6923579,-0.571015838,0.578731747,0.686207046,-6.412435908
436022,Dnaaf3,"dynein, axonemal assembly factor 3",-0.105575594,3.051140613,-0.568711592,0.578784552,0.686212305,-6.732037178
19944,Rpl29,ribosomal protein L29,0.179152582,1.110398559,0.568467039,0.578945953,0.686346305,-6.275387266
666794,Rbm24,RNA binding motif protein 24,-0.079108493,5.242474714,-0.568710768,0.57906869,0.686434451,-7.157051327
216292,Mettl25,methyltransferase like 25,0.111521364,2.6683222,0.568039512,0.57922817,0.686566133,-6.643464785
79464,Lias,lipoic acid synthetase,-0.082791973,4.051474473,-0.567713722,0.579443277,0.686763723,-6.950616413
73490,Mipol1,mirror-image polydactyly 1,0.132256872,2.220155886,0.567593665,0.579522556,0.68680031,-6.538748431
67775,Rtp4,receptor transporter protein 4,-0.133409023,2.971419333,-0.569135514,0.579845556,0.687043519,-6.712302923
67460,Decr1,"2,4-dienoyl CoA reductase 1, mitochondrial",0.087433565,5.316731873,0.570024048,0.57986047,0.687043519,-7.163170395
320782,Tmem154,transmembrane protein 154,-0.190536803,1.897878236,-0.571621845,0.579902316,0.687043519,-6.458812782
56530,Cnpy2,canopy FGF signaling regulator 2,0.069965684,4.989242878,0.566989675,0.579921487,0.687043519,-7.119537792
101437,Dhx32,DEAH (Asp-Glu-Ala-His) box polypeptide 32,0.106830747,2.827282859,0.566715586,0.580102568,0.687200662,-6.680881518
381157,Greb1l,growth regulation by estrogen in breast cancer-like,0.147843911,1.56594598,0.566552696,0.580210198,0.68724729,-6.384747047
385354,Frmd7,FERM domain containing 7,0.09363651,3.594542133,0.566442587,0.580282959,0.68724729,-6.853451829
16186,Il2rg,"interleukin 2 receptor, gamma chain",0.181444606,0.769515588,0.56640884,0.580305259,0.68724729,-6.196932624
100040322,3830408C21Rik,RIKEN cDNA 3830408C21 gene,0.172485912,0.955552228,0.566362782,0.580335697,0.68724729,-6.240189506
100504329,NA,NA,-0.119196928,2.564794146,-0.566251659,0.580409136,0.687265613,-6.621924252
17356,Afdn,"afadin, adherens junction formation factor",-0.061813254,6.145546472,-0.56619277,0.580448056,0.687265613,-7.230902105
67298,Gprasp1,G protein-coupled receptor associated sorting protein 1,-0.073493093,4.856046791,-0.56547399,0.580923216,0.687724635,-7.099568776
12847,Copa,coatomer protein complex subunit alpha,-0.064529704,7.778737165,-0.565459668,0.580932687,0.687724635,-7.204872659
77286,Nkrf,NF-kappaB repressing factor,-0.087553326,4.42447816,-0.565435617,0.581090018,0.68785349,-7.024492301
69742,Tm2d2,TM2 domain containing 2,0.069824655,5.059559642,0.564690521,0.581441371,0.688211975,-7.131746956
109245,Lrrc39,leucine rich repeat containing 39,0.213980533,0.032456045,0.564543356,0.581538727,0.688269786,-6.035394476
19229,Ptk2b,PTK2 protein tyrosine kinase 2 beta,0.190538225,1.077098149,0.564641834,0.581673186,0.68833151,-6.269129095
67855,Asprv1,"aspartic peptidase, retroviral-like 1",0.19769981,0.22710217,0.564297405,0.581701453,0.68833151,-6.077189709
101883,Igflr1,IGF-like family receptor 1,0.130588,2.540427421,0.564244536,0.581736435,0.68833151,-6.615947657
192157,Socs7,suppressor of cytokine signaling 7,-0.061076315,6.351759511,-0.56401437,0.581888744,0.688454308,-7.236690316
100503586,Gm11702,predicted gene 11702,-0.136834879,1.887821525,-0.563574308,0.582180005,0.688693993,-6.464278768
56455,Dynll1,dynein light chain LC8-type 1,0.063979759,7.36094039,0.563561601,0.582188416,0.688693993,-7.224456767
77106,Tmem181a,transmembrane protein 181A,0.115333487,2.463334955,0.563379236,0.58230914,0.688779371,-6.598508024
75379,4930599N23Rik,RIKEN cDNA 4930599N23 gene,-0.251936524,-0.880145178,-0.562737395,0.582734136,0.689224609,-5.855695028
333182,Cox6b2,cytochrome c oxidase subunit 6B2,0.126881262,2.153795584,0.56203357,0.58320036,0.689718532,-6.526405811
100503437,Gm19691,"predicted gene, 19691",0.22412392,0.298212995,0.562015314,0.583301048,0.689780109,-6.0934366
209550,Rad51ap2,RAD51 associated protein 2,0.252927765,-0.955077708,0.56161734,0.583476169,0.689849504,-5.840665211
654799,NA,NA,0.256143484,-0.959096398,0.561609558,0.583481325,0.689849504,-5.839861368
74476,4933439C10Rik,RIKEN cDNA 4933439C10 gene,-0.1058663,2.893787207,-0.561572919,0.583505607,0.689849504,-6.700352454
53602,Hpcal1,hippocalcin-like 1,-0.115233548,3.647856252,-0.563803625,0.583669618,0.689985907,-6.866066881
74451,Pgs1,phosphatidylglycerophosphate synthase 1,0.065973519,5.215746845,0.561187617,0.583760988,0.690036422,-7.15682734
57745,Zfp112,zinc finger protein 112,-0.182040463,0.576157888,-0.561023382,0.583869862,0.690107618,-6.157643609
77113,Klhl2,"kelch-like 2, Mayven",0.077222039,4.255886552,0.560297441,0.584351225,0.69061903,-6.994693815
69964,2810403D21Rik,RIKEN cDNA 2810403D21 gene,-0.22259176,-0.022259495,-0.559732079,0.584726252,0.691000197,-6.028169458
71382,Pex1,peroxisomal biogenesis factor 1,-0.101566205,3.628698361,-0.559797327,0.584771154,0.691000197,-6.865814287
234967,Slc36a4,"solute carrier family 36 (proton/amino acid symporter), member 4",-0.086189027,4.011504561,-0.559303206,0.585010824,0.691225832,-6.947369216
68770,Phtf2,putative homeodomain transcription factor 2,-0.082069179,4.62923621,-0.559182068,0.585091216,0.691263248,-7.06478134
12946,Cr1l,complement component (3b/4b) receptor 1-like,-0.070191042,5.356133103,-0.558823891,0.58532895,0.691448671,-7.178109187
71989,Rpusd4,RNA pseudouridylate synthase domain containing 4,-0.082146255,3.913809716,-0.558798754,0.585345636,0.691448671,-6.927291897
74498,Gorasp1,golgi reassembly stacking protein 1,-0.101724592,3.71703637,-0.558784954,0.585589481,0.691679125,-6.885452343
104303,Arl1,ADP-ribosylation factor-like 1,0.062812695,6.519804171,0.558159938,0.585769771,0.691834477,-7.241724183
381714,Gm9758,predicted gene 9758,-0.164566446,0.945693346,-0.558082006,0.585821524,0.691838006,-6.244335972
68760,Synpo2l,synaptopodin 2-like,0.214990345,-0.178328093,0.557923265,0.585926947,0.691904911,-5.995257442
21821,Ift88,intraflagellar transport 88,-0.085114364,3.894177166,-0.557721102,0.586061223,0.691990969,-6.923832892
70957,Stamos,"signal transducing adaptor molecule (SH3 domain and ITAM motif) 1, opposite strand",0.310486017,-1.400480085,0.557611108,0.586134287,0.691990969,-5.761235159
16576,Kif7,kinesin family member 7,-0.14073208,3.053057898,-0.561973585,0.586146153,0.691990969,-6.73348812
69101,Ydjc,YdjC homolog (bacterial),-0.143724133,2.037711426,-0.557450506,0.586240976,0.692045325,-6.503212553
209357,Gtf2h3,"general transcription factor IIH, polypeptide 3",-0.09427843,3.566059601,-0.557356526,0.586303412,0.692061445,-6.853666016
12540,Cdc42,cell division cycle 42,0.069163249,8.488168141,0.557095905,0.586476575,0.692208251,-7.168241466
71770,Ap2b1,"adaptor-related protein complex 2, beta 1 subunit",0.067670811,6.702715146,0.556179344,0.587085771,0.69286963,-7.243016498
18613,Pecam1,platelet/endothelial cell adhesion molecule 1,0.102598893,4.874341637,0.561649166,0.587356933,0.693131992,-7.099689665
227682,Trub2,TruB pseudouridine (psi) synthase family member 2,-0.123962631,2.315699454,-0.555458771,0.587564932,0.693319777,-6.569983977
66845,Mrpl33,mitochondrial ribosomal protein L33,0.083034146,4.074813967,0.555183898,0.587747767,0.693477842,-6.961586576
19357,Rad21,RAD21 cohesin complex component,0.059774295,6.925765467,0.554653958,0.588100347,0.693836143,-7.241425915
233040,Fbxo27,F-box protein 27,-0.156517047,1.997158204,-0.555282757,0.588217621,0.693916796,-6.494342174
667214,9930111J21Rik1,RIKEN cDNA 9930111J21 gene 1,0.241823524,-0.655434257,0.554206115,0.588398391,0.694072335,-5.901934509
269855,Ssc5d,"scavenger receptor cysteine rich family, 5 domains",0.141695318,1.557717371,0.554057603,0.588497244,0.694131228,-6.390094503
269356,Slc4a11,"solute carrier family 4, sodium bicarbonate transporter-like, member 11",0.105639097,2.850370242,0.553959527,0.58856253,0.694150521,-6.693620189
17083,Tmed1,transmembrane p24 trafficking protein 1,0.079295769,4.233795353,0.553749275,0.588702502,0.694257889,-6.994152354
12361,Cask,calcium/calmodulin-dependent serine protein kinase (MAGUK family),-0.064233619,5.562960904,-0.553148044,0.589102856,0.694672281,-7.204624057
69714,Tfpt,TCF3 (E2A) fusion partner,-0.089889437,3.478620047,-0.552902224,0.589266585,0.6948076,-6.8369576
30057,Timm8b,translocase of inner mitochondrial membrane 8B,-0.085302513,3.868537472,-0.552237626,0.589709359,0.695271893,-6.921643945
230234,Abitram,actin binding transcription modulator,0.077739125,4.262475673,0.551918221,0.589922217,0.695413332,-7.000886466
12467,Cct6b,"chaperonin containing Tcp1, subunit 6b (zeta)",0.24176081,-0.652602653,0.551910506,0.589927359,0.695413332,-5.903703066
320720,Fastkd1,FAST kinase domains 1,-0.138265602,2.285278528,-0.55208424,0.589984947,0.695423433,-6.564563735
218543,Srek1,splicing regulatory glutamine/lysine-rich protein 1,0.060416404,5.946612524,0.551384285,0.590278131,0.695666411,-7.231738635
15284,Hlx,H2.0-like homeobox,0.214058652,0.087236001,0.551295416,0.59033738,0.695666411,-6.054480356
17189,Mb,myoglobin,0.109451822,2.850773046,0.551294199,0.590338192,0.695666411,-6.695177391
68134,Upf3b,UPF3 regulator of nonsense transcripts homolog B (yeast),0.071207998,4.671092159,0.550947317,0.590569489,0.695812795,-7.076101192
16408,Itgal,integrin alpha L,-0.232607959,-0.15437446,-0.550910832,0.590593819,0.695812795,-6.005610062
20347,Sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",0.156183736,1.668661523,0.550887244,0.590609549,0.695812795,-6.418103161
56258,Hnrnph2,heterogeneous nuclear ribonucleoprotein H2,-0.067800682,6.300026712,-0.550639439,0.590774817,0.695899712,-7.243621315
232947,Ppp1r37,"protein phosphatase 1, regulatory subunit 37",-0.061899123,6.1706562,-0.550629526,0.590781429,0.695899712,-7.240666026
14885,Gtf2h4,"general transcription factor II H, polypeptide 4",0.118574274,2.462657722,0.550365926,0.590957258,0.69604424,-6.605834869
73242,Atat1,alpha tubulin acetyltransferase 1,0.074398767,4.374040031,0.550298481,0.59100225,0.69604424,-7.022993929
106264,0610012G03Rik,RIKEN cDNA 0610012G03 gene,0.100856555,3.044383337,0.550214003,0.591058607,0.696052832,-6.740047369
72560,Naalad2,N-acetylated alpha-linked acidic dipeptidase 2,-0.169366553,0.889017033,-0.549481753,0.591547222,0.696570422,-6.235938123
240334,Pcyox1l,prenylcysteine oxidase 1 like,-0.127441886,2.009243831,-0.549403149,0.591599686,0.696574383,-6.501070739
12391,Cav3,caveolin 3,-0.203735969,0.1355736,-0.54898464,0.591879054,0.696807155,-6.067590758
208146,Yeats2,YEATS domain containing 2,-0.064020752,5.671521912,-0.54895984,0.59189561,0.696807155,-7.216585796
100039684,5031434O11Rik,RIKEN cDNA 5031434O11 gene,-0.18327593,0.563980615,-0.547839614,0.592643739,0.697629997,-6.162318973
12372,Casq1,calsequestrin 1,-0.252084901,-0.955077708,-0.547365661,0.592960408,0.697920043,-5.849988719
12055,Bcl7c,B cell CLL/lymphoma 7C,-0.068154295,4.956926117,-0.547309074,0.592998222,0.697920043,-7.126464787
100043766,Gm14057,Ppp1r14c pseudogene,0.201544738,0.085849751,0.54724997,0.593037719,0.697920043,-6.056512489
237860,Ssh2,slingshot protein phosphatase 2,-0.108124734,2.982085662,-0.547114227,0.593128437,0.697931625,-6.728868349
66531,Cmc2,COX assembly mitochondrial protein 2,0.149773253,1.798942276,0.547088022,0.593145951,0.697931625,-6.450984902
68730,Dus1l,dihydrouridine synthase 1-like (S. cerevisiae),0.091442387,4.010714829,0.546366213,0.593714225,0.698503,-6.953432405
668940,Myh7b,"myosin, heavy chain 7B, cardiac muscle, beta",0.217517363,-0.279768014,0.546214344,0.593730012,0.698503,-5.981042717
20402,Zfp106,zinc finger protein 106,-0.058901148,7.196249522,-0.545835842,0.593983135,0.698742847,-7.2403826
20334,Sec23a,"SEC23 homolog A, COPII coat complex component",0.062995652,5.946018389,0.545737338,0.594049018,0.698762409,-7.234927953
98366,Smap1,small ArfGAP 1,-0.064850603,5.128462719,-0.545608203,0.594135395,0.698806072,-7.154104333
12617,Cenpc1,centromere protein C1,-0.088131406,3.977922073,-0.545526766,0.59418987,0.69881221,-6.94831112
69596,Ap5s1,"adaptor-related protein 5 complex, sigma 1 subunit",-0.184372864,0.974533193,-0.545354562,0.594317941,0.698904893,-6.258274793
56309,Mycbp,MYC binding protein,-0.082427989,3.813717071,-0.545061434,0.594501191,0.699062444,-6.914075827
11431,Acp1,"acid phosphatase 1, soluble",0.092682763,3.560577083,0.544585428,0.594819738,0.699220445,-6.858582014
14467,Nipsnap2,nipsnap homolog 2,-0.071592857,4.724444629,-0.544555247,0.594839939,0.699220445,-7.089606238
73390,Msl3l2,MSL3 like 2,0.140227381,2.173850255,0.544795522,0.594849875,0.699220445,-6.540791867
75444,Ccdc192,coiled-coil domain containing 192,-0.397513707,-0.72014126,-0.553255704,0.594887222,0.699220445,-5.88551316
231326,Aasdh,aminoadipate-semialdehyde dehydrogenase,0.109093525,2.581489626,0.544439969,0.594917098,0.699220445,-6.637051764
233575,Pgap2,post-GPI attachment to proteins 2,-0.086949027,3.578283781,-0.54441879,0.594931275,0.699220445,-6.863701399
436230,BC065397,cDNA sequence BC065397,-0.150866758,1.313471745,-0.544229154,0.595058217,0.699311707,-6.339317051
319899,Dock6,dedicator of cytokinesis 6,-0.072066579,5.240974653,-0.544018029,0.595199561,0.699419876,-7.171430876
100504500,NA,NA,-0.249588019,-0.652825394,-0.543822069,0.595330767,0.699516117,-5.909646421
20750,Spp1,secreted phosphoprotein 1,0.074702924,7.387160177,0.544717161,0.595587242,0.6997306,-7.233439925
55980,Impa1,inositol (myo)-1(or 4)-monophosphatase 1,-0.061286451,6.143047734,-0.543402189,0.595611949,0.6997306,-7.244054671
20163,Rsu1,Ras suppressor protein 1,-0.065787324,7.974405282,-0.542714847,0.596072389,0.700213545,-7.20723516
232089,Elmod3,ELMO/CED-12 domain containing 3,-0.085296643,3.844184395,-0.542390413,0.596289785,0.700388799,-6.922131968
24070,Mpdu1,mannose-P-dolichol utilization defect 1,0.07916194,4.311210226,0.542344857,0.596320314,0.700388799,-7.015716762
52808,Tspyl2,TSPY-like 2,-0.065341966,5.512604059,-0.541933531,0.596596,0.700654591,-7.205796691
208691,Eif5a2,eukaryotic translation initiation factor 5A2,-0.092095724,3.380740127,-0.541775745,0.596701771,0.700720803,-6.821608133
15381,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,0.062761677,8.34072764,0.541206247,0.59708361,0.701111171,-7.186314704
52323,Klhl7,kelch-like 7,0.069837404,4.636775143,0.540911933,0.597280991,0.701284898,-7.075953965
244879,Npat,nuclear protein in the AT region,-0.076357083,4.356684373,-0.540503844,0.59755473,0.701543801,-7.026459008
241576,Ldlrad3,low density lipoprotein receptor class A domain containing 3,-0.063351427,5.692218889,-0.540366628,0.597646786,0.701543801,-7.223240517
381224,NA,NA,-0.12776405,2.690673982,-0.54087025,0.597649847,0.701543801,-6.665354855
15211,Hexa,hexosaminidase A,-0.107699558,3.018665319,-0.540157939,0.597786806,0.701646515,-6.74113105
22190,Ubc,ubiquitin C,-0.146235205,1.311963727,-0.539844441,0.59799718,0.701835373,-6.341382907
22152,Tubb3,"tubulin, beta 3 class III",-0.193397098,0.152143589,-0.539688249,0.598102006,0.701900336,-6.076247646
212114,Nhlrc3,NHL repeat containing 3,-0.129257247,1.933978293,-0.539527772,0.598209718,0.701968674,-6.488808498
76293,Mfap4,microfibrillar-associated protein 4,0.177441204,0.568662794,0.539424713,0.598278897,0.701991788,-6.166481772
93699,Pcdhgb1,"protocadherin gamma subfamily B, 1",0.122798932,2.364733136,0.538925213,0.598614244,0.702327182,-6.589264805
50876,Tmod2,tropomodulin 2,0.101546927,3.207399112,0.538770911,0.598717856,0.702390658,-6.78328104
67036,Mrpl45,mitochondrial ribosomal protein L45,-0.105419288,2.758308151,-0.538568153,0.59885402,0.702492309,-6.682418982
237759,Col23a1,"collagen, type XXIII, alpha 1",-0.114672658,5.850939967,-0.550896981,0.599104618,0.70272817,-7.219030948
73936,Ccdc175,coiled-coil domain containing 175,-0.249334061,-0.876458063,-0.537376397,0.599654669,0.703286612,-5.870153248
13046,Celf1,"CUGBP, Elav-like family member 1",0.060673273,7.706317211,0.537338917,0.599679858,0.703286612,-7.22459038
11787,Apbb2,"amyloid beta (A4) precursor protein-binding, family B, member 2",0.064483033,5.890655117,0.537168914,0.599794115,0.703362466,-7.236966365
11475,Acta2,"actin, alpha 2, smooth muscle, aorta",-0.098102213,14.12585114,-0.536766292,0.60006476,0.703621684,-6.819422116
105504,Exoc5,exocyst complex component 5,0.063134203,6.398469476,0.536428518,0.60029186,0.703829804,-7.252892675
103149,Upb1,"ureidopropionase, beta",-0.137809537,1.922624024,-0.535994116,0.600583992,0.704114131,-6.488133322
268930,Pkmyt1,"protein kinase, membrane associated tyrosine/threonine 1",0.082247777,4.143175999,0.53571971,0.600768564,0.704180596,-6.986509574
66671,Ccnh,cyclin H,0.078437627,3.975104411,0.535697043,0.600783812,0.704180596,-6.952329425
433256,Acsl5,acyl-CoA synthetase long-chain family member 5,-0.059469402,5.669249701,-0.535688452,0.600789591,0.704180596,-7.223901647
320923,Map7d3,MAP7 domain containing 3,0.252294494,-0.433882603,0.535639275,0.600944215,0.704303641,-5.955332532
56046,Uqcc1,ubiquinol-cytochrome c reductase complex assembly factor 1,-0.088008014,3.979800962,-0.535300645,0.601050493,0.704367839,-6.954465896
233071,Arhgap33,Rho GTPase activating protein 33,-0.094013843,3.228536214,-0.535229609,0.601098289,0.704367839,-6.791266399
100503272,Gm11423,predicted gene 11423,-0.204706028,-0.022259495,-0.535080306,0.601198754,0.704427381,-6.041742051
14566,Gdf9,growth differentiation factor 9,-0.251586636,-0.727753734,-0.534919409,0.601307029,0.704496063,-5.899893668
67815,Sec14l2,SEC14-like lipid binding 2,-0.116508103,2.828164838,-0.534781794,0.601509247,0.704674789,-6.700536263
20190,Ryr1,"ryanodine receptor 1, skeletal muscle",-0.24045865,-0.772486589,-0.534374937,0.601673505,0.704809017,-5.89159603
20454,St3gal5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",-0.106941219,3.009414319,-0.534206886,0.60178664,0.704822454,-6.742393353
15478,Hs3st3a1,heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1,-0.098255403,3.114503816,-0.534146001,0.601827631,0.704822454,-6.766148616
21366,Slc6a6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",-0.078694683,8.177935241,-0.536047035,0.601834017,0.704822454,-7.197738612
93747,Echs1,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial",-0.059482078,5.590772463,-0.533929415,0.601973461,0.704927569,-7.21806976
19707,Reps1,RalBP1 associated Eps domain containing protein,-0.06066249,5.62702776,-0.533837591,0.602035293,0.704941788,-7.221354325
14854,Gss,glutathione synthetase,-0.078200825,3.949056536,-0.533710174,0.602121097,0.70496767,-6.948895155
68501,Nsmce2,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase",0.079630444,4.050868906,0.53365719,0.602156779,0.70496767,-6.96892045
328778,Rab26,"RAB26, member RAS oncogene family",0.280382732,-1.083293071,0.533132569,0.602510141,0.70532316,-5.831973868
432779,Lrrc14b,leucine rich repeat containing 14B,0.228542247,-0.642278549,0.533022748,0.602584125,0.705351566,-5.916027653
170757,Adgrl4,adhesion G protein-coupled receptor L4,-0.119419463,2.980522671,-0.533056115,0.603101921,0.705899427,-6.735849996
66596,Gtf3a,general transcription factor III A,-0.11871759,2.361428201,-0.53166846,0.603496851,0.7063034,-6.594105698
77254,Yif1b,Yip1 interacting factor homolog B (S. cerevisiae),0.076122348,4.300245795,0.530990879,0.603953768,0.706779849,-7.020023473
22361,Vnn1,vanin 1,0.162764004,1.127320935,0.530825708,0.604065174,0.706851916,-6.300520938
11443,Chrnb1,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)",-0.107768015,2.698188005,-0.530618557,0.604204911,0.70695712,-6.673059175
100862098,NA,NA,0.22987474,-0.151017202,0.53039004,0.604359079,0.707022631,-6.015888509
387514,Tas2r143,"taste receptor, type 2, member 143",-0.185068392,0.302002132,-0.530387031,0.60436111,0.707022631,-6.113721415
100036768,Gm11696,predicted gene 11696,0.158381438,0.899582927,0.530249552,0.604453869,0.707022631,-6.247465746
12709,Ckb,"creatine kinase, brain",-0.068122656,9.504934389,-0.530240103,0.604460244,0.707022631,-7.121266946
72215,1700001P01Rik,RIKEN cDNA 1700001P01 gene,0.295386145,-0.522002918,0.532518675,0.604801175,0.707363089,-5.937486683
380654,Cfap54,cilia and flagella associated protein 54,-0.223560186,-0.136755106,-0.529576896,0.604907824,0.707427504,-6.020823456
68420,Ankrd13a,ankyrin repeat domain 13a,-0.058449566,5.961484754,-0.529505555,0.604955979,0.707427504,-7.245436107
269800,Zfp384,zinc finger protein 384,0.058635876,5.825459934,0.529137349,0.605204552,0.707611104,-7.238022266
68703,Rere,arginine glutamic acid dipeptide (RE) repeats,-0.05973868,7.221719792,-0.529125222,0.60521274,0.707611104,-7.249043954
75782,Lca5,Leber congenital amaurosis 5 (human),-0.108933329,2.9623049,-0.5288403,0.605405124,0.707743813,-6.734565798
100216532,Snord2,"small nucleolar RNA, C/D box 2",0.193942119,0.927484319,0.529560638,0.605426018,0.707743813,-6.253607069
14426,Galnt4,polypeptide N-acetylgalactosaminyltransferase 4,-0.064263226,4.983906472,-0.528548471,0.605602204,0.707891445,-7.141335733
72135,Pygo1,pygopus 1,-0.120072749,2.414897191,-0.528333902,0.605747129,0.708002514,-6.608468712
70873,Cnbd2,cyclic nucleotide binding domain containing 2,-0.163977892,0.910625939,-0.52813739,0.605879872,0.708083885,-6.252739185
75255,4930562F07Rik,RIKEN cDNA 4930562F07 gene,-0.129081305,1.773326693,-0.528021839,0.605957934,0.708083885,-6.457289803
328329,Mast4,microtubule associated serine/threonine kinase family member 4,0.058943345,7.121714978,0.528009189,0.60596648,0.708083885,-7.252247075
68233,Fam229a,"family with sequence similarity 229, member A",0.272050727,-1.089762729,0.527798548,0.606108794,0.70814653,-5.833717244
212898,Dse,dermatan sulfate epimerase,0.059216817,5.596342779,0.52778208,0.606119921,0.70814653,-7.220950065
72018,Fundc1,FUN14 domain containing 1,-0.077154947,3.97948656,-0.527621336,0.606228535,0.708215105,-6.958625176
50850,Spast,spastin,0.075130355,4.633828537,0.527490253,0.606317115,0.708260264,-7.082926178
100504056,Gm20036,"predicted gene, 20036",-0.187859297,0.280667037,-0.5272364,0.606488676,0.708349332,-6.110749849
330361,Gcfc2,GC-rich sequence DNA binding factor 2,-0.191067511,0.712365655,-0.52735151,0.606493222,0.708349332,-6.207180643
18951,Septin5,septin 5,-0.067144813,4.660757775,-0.527134432,0.606557595,0.708355997,-7.088396693
52004,Cdk2ap2,CDK2-associated protein 2,-0.069409298,4.522134016,-0.527073489,0.606598788,0.708355997,-7.064178006
